dataset,model,hidden,num_params,top1_acc
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[32],527178,0.8597
fashionmnist,kan_py,[64],1054346,0.8436
fashionmnist,kan_py,[64],1054346,0.8544
fashionmnist,kan_py,[64],1054346,0.8545
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[64],1054346,0.865
fashionmnist,kan_py,[128],2108682,0.834
fashionmnist,kan_py,[128],2108682,0.8572
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[128],2108682,0.8608
fashionmnist,kan_py,[256],4217354,0.8505
fashionmnist,kan_py,[256],4217354,0.8527
fashionmnist,kan_py,[256],4217354,0.8533
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[256],4217354,0.8597
fashionmnist,kan_py,[512],8434698,0.8536
fashionmnist,kan_py,[512],8434698,0.8536
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[512],8434698,0.857
fashionmnist,kan_py,[1024],16869386,0.8349
fashionmnist,kan_py,[1024],16869386,0.8529
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,kan_py,[1024],16869386,0.8543
fashionmnist,gpkan,[32],2562474,0.8506
fashionmnist,gpkan,[32],2562474,0.8681
fashionmnist,gpkan,[32],2562474,0.87
fashionmnist,gpkan,[32],2562474,0.883
fashionmnist,gpkan,[32],2562474,0.883
fashionmnist,gpkan,[32],2562474,0.883
fashionmnist,gpkan,[32],2562474,0.8856
fashionmnist,gpkan,[32],2562474,0.8885
fashionmnist,gpkan,[32],2562474,0.8885
fashionmnist,gpkan,[32],2562474,0.8885
fashionmnist,gpkan,[32],2562474,0.8885
fashionmnist,gpkan,[32],2562474,0.8885
fashionmnist,gpkan,[32],2562474,0.8897
fashionmnist,gpkan,[32],2562474,0.8942
fashionmnist,gpkan,[32],2562474,0.8942
fashionmnist,gpkan,[32],2562474,0.8942
fashionmnist,gpkan,[32],2562474,0.8942
fashionmnist,gpkan,[32],2562474,0.8948
fashionmnist,gpkan,[32],2562474,0.8958
fashionmnist,gpkan,[32],2562474,0.8978
fashionmnist,gpkan,[32],2562474,0.8978
fashionmnist,gpkan,[32],2562474,0.8978
fashionmnist,gpkan,[32],2562474,0.8992
fashionmnist,gpkan,[32],2562474,0.8992
fashionmnist,gpkan,[32],2562474,0.8992
fashionmnist,gpkan,[32],2562474,0.8992
fashionmnist,gpkan,[32],2562474,0.9012
fashionmnist,gpkan,[32],2562474,0.9043
fashionmnist,gpkan,[32],2562474,0.9043
fashionmnist,gpkan,[32],2562474,0.9043
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[32],2562474,0.9055
fashionmnist,gpkan,[64],2663178,0.8361
fashionmnist,gpkan,[64],2663178,0.8664
fashionmnist,gpkan,[64],2663178,0.8682
fashionmnist,gpkan,[64],2663178,0.8761
fashionmnist,gpkan,[64],2663178,0.8761
fashionmnist,gpkan,[64],2663178,0.882
fashionmnist,gpkan,[64],2663178,0.882
fashionmnist,gpkan,[64],2663178,0.8875
fashionmnist,gpkan,[64],2663178,0.8909
fashionmnist,gpkan,[64],2663178,0.8909
fashionmnist,gpkan,[64],2663178,0.8909
fashionmnist,gpkan,[64],2663178,0.8924
fashionmnist,gpkan,[64],2663178,0.8928
fashionmnist,gpkan,[64],2663178,0.8928
fashionmnist,gpkan,[64],2663178,0.8928
fashionmnist,gpkan,[64],2663178,0.8928
